"COOLANT_TEMPERATURE ()","ENGINE_RPM ()","VEHICLE_SPEED ()","INTAKE_AIR_TEMP ()","SHORT_TERM_FUEL_TRIM_BANK_1 ()","LONG_TERM_FUEL_TRIM_BANK_1 ()"
"86","810.75","0","49","4.6875","-1.5625"
"86","810.75","0","49","4.6875","-1.5625"
"86","810.75","0","49","4.6875","-1.5625"
"86","775.75","0","49","-0.78125","-1.5625"
"86","775.75","0","49","-0.78125","-1.5625"
"86","775.75","0","49","-0.78125","-1.5625"
"86","775.75","0","49","-0.78125","-1.5625"
"87","732","0","49","-4.6875","-1.5625"
"87","732","0","49","-4.6875","-1.5625"
"87","732","0","49","-4.6875","-1.5625"
"87","732","0","49","-3.125","-1.5625"
"87","689","0","50","-3.125","-1.5625"
"87","689","0","50","-3.125","-1.5625"
"87","689","0","50","-3.125","-1.5625"
"87","671.75","0","50","-6.25","-1.5625"
"87","671.75","0","50","-6.25","-1.5625"
"87","671.75","0","50","-6.25","-1.5625"
"87","671.75","0","50","-6.25","-1.5625"
"87","843.75","0","50","-3.125","-1.5625"
"87","843.75","0","50","-3.125","-1.5625"
"87","843.75","0","50","-3.125","-1.5625"
"87","843.75","0","50","0.78125","-1.5625"
"87","865.5","0","50","0.78125","-1.5625"
"87","865.5","0","50","0.78125","-1.5625"
"87","865.5","0","50","0.78125","-1.5625"
"87","898.25","0","49","0.78125","-1.5625"
"87","898.25","0","49","0.78125","-1.5625"
"87","898.25","0","49","0.78125","-1.5625"
"87","898.25","0","49","0.78125","-1.5625"
"87","914.75","0","49","0.78125","-1.5625"
"87","914.75","0","49","0.78125","-1.5625"
"87","914.75","0","49","0.78125","-1.5625"
"88","914.75","0","49","0.78125","-1.5625"
"88","891.25","0","49","0.78125","-1.5625"
"88","891.25","0","49","0.78125","-1.5625"
"88","891.25","0","49","0.78125","-1.5625"
"88","861.5","0","49","0.78125","-1.5625"
"88","861.5","0","49","0.78125","-1.5625"
"88","861.5","0","49","0.78125","-1.5625"
"88","861.5","0","49","0.78125","-1.5625"
"88","857","0","49","-0.78125","-1.5625"
"88","857","0","49","-0.78125","-1.5625"
"88","857","0","49","-0.78125","-1.5625"
"88","857","0","49","0","-1.5625"
"88","850","0","50","0","-1.5625"
"88","850","0","50","0","-1.5625"
"88","850","0","50","0","-1.5625"
"88","834.25","0","50","1.5625","-1.5625"
"88","834.25","0","50","1.5625","-1.5625"
"88","834.25","0","50","1.5625","-1.5625"
"88","834.25","0","50","1.5625","-1.5625"
"88","758.5","0","50","-3.125","-1.5625"
"88","758.5","0","50","-3.125","-1.5625"
"88","758.5","0","50","-3.125","-1.5625"
"88","758.5","0","50","0","-1.5625"
"88","606.25","0","50","0","-1.5625"
"88","606.25","0","50","0","-1.5625"
"88","606.25","0","50","0","-1.5625"
"88","674","0","50","-2.34375","-2.34375"
"88","674","0","50","-2.34375","-2.34375"
"88","674","0","50","-2.34375","-2.34375"
"88","674","0","50","-2.34375","-2.34375"
"88","516.25","0","50","-3.90625","-1.5625"
"88","516.25","0","50","-3.90625","-1.5625"
"88","516.25","0","50","-3.90625","-1.5625"
"89","516.25","0","50","-3.90625","-1.5625"
"89","1214","6","50","-6.25","-4.6875"
"89","1214","6","50","-6.25","-4.6875"
"89","1214","6","50","-6.25","-4.6875"
"89","1004.5","13","50","-0.78125","-0.78125"
"89","1004.5","13","50","-0.78125","-0.78125"
"89","1004.5","13","50","-0.78125","-0.78125"
"89","1004.5","13","50","-0.78125","-0.78125"
"88","1484.25","16","49","-1.5625","-4.6875"
"88","1484.25","16","49","-1.5625","-4.6875"
"88","1484.25","16","49","-1.5625","-4.6875"
"88","1484.25","16","49","-1.5625","-4.6875"
"88","1526.5","25","48","-0.78125","-1.5625"
"88","1526.5","25","48","-0.78125","-1.5625"
"88","1526.5","25","48","-0.78125","-1.5625"
"88","1519.5","29","48","-5.46875","-5.46875"
"88","1519.5","29","48","-5.46875","-5.46875"
"88","1519.5","29","48","-5.46875","-5.46875"
"88","1519.5","29","48","-5.46875","-5.46875"
"88","1739.75","34","48","-3.90625","-1.5625"
"88","1739.75","34","48","-3.90625","-1.5625"
"88","1739.75","34","48","-3.90625","-1.5625"
"88","1739.75","34","48","-3.90625","-1.5625"
"87","1847.5","37","48","2.34375","-1.5625"
"87","1847.5","37","48","2.34375","-1.5625"
"87","1847.5","37","48","2.34375","-1.5625"
"86","1847.5","37","48","2.34375","0.78125"
"86","1847.5","39","48","2.34375","0.78125"
"86","1847.5","39","48","2.34375","0.78125"
"86","1847.5","39","48","2.34375","0.78125"
"86","1814.75","38","48","4.6875","0.78125"
"86","1814.75","38","48","4.6875","0.78125"
"86","1814.75","38","48","4.6875","0.78125"
"86","1814.75","38","48","4.6875","0.78125"
"86","1803.75","37","49","6.25","0.78125"
"86","1803.75","37","49","6.25","0.78125"
"86","1803.75","37","49","6.25","0.78125"
"85","1764.75","37","49","2.34375","0.78125"
"85","1764.75","38","49","2.34375","0.78125"
"85","1764.75","38","49","2.34375","0.78125"
"85","1764.75","38","49","2.34375","0.78125"
"85","1739","37","49","1.5625","0.78125"
"85","1739","37","49","1.5625","0.78125"
"85","1739","37","49","1.5625","0.78125"
"85","1739","37","49","1.5625","0.78125"
"86","1708.5","38","49","4.6875","-0.78125"
"86","1708.5","38","49","4.6875","-0.78125"
"86","1708.5","38","49","4.6875","-0.78125"
"86","1708.5","38","49","2.34375","-0.78125"
"86","1757.75","36","49","2.34375","-0.78125"
"86","1757.75","36","49","2.34375","-0.78125"
"86","1757.75","36","49","2.34375","-0.78125"
"86","1794.5","38","49","-2.34375","-0.78125"
"86","1794.5","38","49","-2.34375","-0.78125"
"86","1794.5","38","49","-2.34375","-0.78125"
"86","1794.5","38","49","-2.34375","-0.78125"
"86","1782","38","49","3.90625","0"
"86","1782","38","49","3.90625","0"
"86","1782","38","49","3.90625","0"
"86","1782","38","49","1.5625","0"
"86","1771","37","49","1.5625","0"
"86","1771","37","49","1.5625","0"
"86","1771","37","49","1.5625","0"
"86","1733.5","38","48","3.125","-1.5625"
"86","1733.5","38","48","3.125","-1.5625"
"86","1733.5","38","48","3.125","-1.5625"
"86","1733.5","38","48","3.125","-1.5625"
"87","1675.75","35","49","5.46875","0.78125"
"87","1675.75","35","49","5.46875","0.78125"
"87","1675.75","35","49","5.46875","0.78125"
"86","1675.75","35","49","4.6875","-1.5625"
"86","1593.75","34","49","4.6875","-1.5625"
"86","1593.75","34","49","4.6875","-1.5625"
"86","1593.75","34","49","4.6875","-1.5625"
"86","1465.5","32","50","0","-1.5625"
"86","1465.5","32","50","0","-1.5625"
"86","1465.5","32","50","0","-1.5625"
"86","1465.5","32","50","0","-1.5625"
"86","717.75","30","50","7.8125","-1.5625"
"86","717.75","30","50","7.8125","-1.5625"
"86","717.75","30","50","7.8125","-1.5625"
"86","717.75","30","50","9.375","-1.5625"
"86","783.5","26","50","9.375","-1.5625"
"86","783.5","26","50","9.375","-1.5625"
"86","783.5","26","50","9.375","-1.5625"
"86","775","20","50","5.46875","-1.5625"
"86","775","20","50","5.46875","-1.5625"
"86","775","20","50","5.46875","-1.5625"
"86","775","20","50","5.46875","-1.5625"
"87","842.75","12","50","2.34375","-1.5625"
"87","842.75","12","50","2.34375","-1.5625"
"87","842.75","12","50","2.34375","-1.5625"
"87","842.75","12","50","-1.5625","-1.5625"
"87","874","5","50","-1.5625","-1.5625"
"87","874","5","50","-1.5625","-1.5625"
"87","874","5","50","-1.5625","-1.5625"
"87","907","3","50","0","-1.5625"
"87","907","3","50","0","-1.5625"
"87","907","3","50","0","-1.5625"
"87","907","3","50","0","-1.5625"
"87","899","0","50","0.78125","-1.5625"
"87","899","0","50","0.78125","-1.5625"
"87","899","0","50","0.78125","-1.5625"
"87","899","0","50","1.5625","-1.5625"
"87","827.25","0","50","1.5625","-1.5625"
"87","827.25","0","50","1.5625","-1.5625"
"87","827.25","0","50","1.5625","-1.5625"
"88","685","0","50","-0.78125","-1.5625"
"88","685","0","50","-0.78125","-1.5625"
"88","685","0","50","-0.78125","-1.5625"
"88","685","0","50","-0.78125","-1.5625"
"88","899","6","50","-4.6875","-1.5625"
"88","899","6","50","-4.6875","-1.5625"
"88","899","6","50","-4.6875","-1.5625"
"88","899","6","50","2.34375","-1.5625"
"88","1634.25","10","50","2.34375","-1.5625"
"88","1634.25","10","50","2.34375","-1.5625"
"88","1634.25","10","50","2.34375","-1.5625"
"88","1153","13","50","-2.34375","-4.6875"
"88","1153","13","50","-2.34375","-4.6875"
"88","1153","13","50","-2.34375","-4.6875"
"88","1153","13","50","-2.34375","-4.6875"
"88","1222.5","17","49","0","-1.5625"
"88","1222.5","17","49","0","-1.5625"
"88","1222.5","17","49","0","-1.5625"
"88","1222.5","17","49","1.5625","-1.5625"
"88","1425.75","19","49","1.5625","0"
"88","1425.75","19","49","1.5625","0"
"88","1425.75","19","49","1.5625","0"
"87","989.75","20","50","0","-1.5625"
"87","989.75","20","50","0","-1.5625"
"87","989.75","20","50","0","-1.5625"
"87","989.75","20","50","0","-1.5625"
"87","900","19","50","-0.78125","-1.5625"
"87","900","19","50","-0.78125","-1.5625"
"87","900","19","50","-0.78125","-1.5625"
"87","900","19","50","-0.78125","-1.5625"
"87","1067.75","20","50","-1.5625","-5.46875"
"87","1067.75","20","50","-1.5625","-5.46875"
"87","1067.75","20","50","-1.5625","-5.46875"
"87","1323.25","26","50","-0.78125","-1.5625"
"87","1323.25","26","49","-0.78125","-1.5625"
"87","1323.25","26","49","-0.78125","-1.5625"
"87","1323.25","26","49","-0.78125","-1.5625"
"87","1480.25","30","48","-4.6875","-2.34375"
"87","1480.25","30","48","-4.6875","-2.34375"
"87","1480.25","30","48","-4.6875","-2.34375"
"87","1480.25","30","48","-4.6875","-2.34375"
"87","1474","31","48","3.125","-1.5625"
"87","1474","31","48","3.125","-1.5625"
"87","1474","31","48","3.125","-1.5625"
"87","1500","31","48","3.90625","-0.78125"
"87","1500","31","49","3.90625","-0.78125"
"87","1500","31","49","3.90625","-0.78125"
"87","1500","31","49","3.90625","-0.78125"
"87","1489.75","31","49","4.6875","0.78125"
"87","1489.75","31","49","4.6875","0.78125"
"87","1489.75","31","49","4.6875","0.78125"
"87","1489.75","31","49","4.6875","0.78125"
"86","1491.25","31","49","-1.5625","0"
"86","1491.25","31","49","-1.5625","0"
"86","1491.25","31","49","-1.5625","0"
"86","1510","31","49","-2.34375","0.78125"
"86","1510","31","49","-2.34375","0.78125"
"86","1510","31","49","-2.34375","0.78125"
"86","1510","31","49","-2.34375","0.78125"
"86","1496.75","32","50","1.5625","0"
"86","1496.75","32","50","1.5625","0"
"86","1496.75","32","50","1.5625","0"
"86","1496.75","32","50","1.5625","0"
"86","1521.75","31","50","3.125","0"
"86","1521.75","31","50","3.125","0"
"86","1521.75","31","50","3.125","0"
"86","1527.25","31","50","3.90625","0"
"86","1527.25","32","50","3.90625","0"
"86","1527.25","32","50","3.90625","0"
"86","1527.25","32","50","3.90625","0"
"86","1633.5","31","49","-2.34375","-3.125"
"86","1633.5","31","49","-2.34375","-3.125"
"86","1633.5","31","49","-2.34375","-3.125"
"86","1633.5","31","49","-2.34375","-3.125"
"86","2000.75","39","48","-0.78125","-5.46875"
"86","2000.75","39","48","-0.78125","-5.46875"
"86","2000.75","39","48","-0.78125","-5.46875"
"86","2000.75","39","48","1.5625","-1.5625"
"86","2269.5","48","47","1.5625","-1.5625"
"86","2269.5","48","47","1.5625","-1.5625"
"86","2269.5","48","47","1.5625","-1.5625"
"86","2012.5","44","48","0","-1.5625"
"86","2012.5","44","48","0","-1.5625"
"86","2012.5","44","48","0","-1.5625"
"86","2012.5","44","48","0","-1.5625"
"86","1868.75","42","48","0","-1.5625"
"86","1868.75","42","48","0","-1.5625"
"86","1868.75","42","48","0","-1.5625"
"86","1868.75","42","48","0","-1.5625"
"86","1617.75","37","48","0","-1.5625"
"86","1617.75","37","48","0","-1.5625"
"86","1617.75","37","48","0","-1.5625"
"86","1529.5","33","48","7.03125","-1.5625"
"86","1529.5","33","48","7.03125","-1.5625"
"86","1529.5","33","48","7.03125","-1.5625"
"86","1529.5","33","48","7.03125","-1.5625"
"86","1400","30","49","6.25","0.78125"
"86","1400","30","49","6.25","0.78125"
"86","1400","30","49","6.25","0.78125"
"86","1400","30","49","6.25","0.78125"
"86","1378","29","49","6.25","0.78125"
"86","1378","29","49","6.25","0.78125"
"86","1378","29","49","6.25","0.78125"
"86","1400.75","28","49","3.125","-1.5625"
"86","1400.75","28","49","3.125","-1.5625"
"86","1400.75","28","49","3.125","-1.5625"
"86","1400.75","28","49","3.125","-1.5625"
"86","1496.75","30","49","0","-1.5625"
"86","1496.75","30","49","0","-1.5625"
"86","1496.75","30","49","0","-1.5625"
"86","1496.75","30","49","4.6875","-0.78125"
"86","1554.5","33","49","4.6875","-0.78125"
"86","1554.5","33","49","4.6875","-0.78125"
"86","1554.5","33","49","4.6875","-0.78125"
"86","1589","33","48","3.90625","-1.5625"
"86","1589","33","48","3.90625","-1.5625"
"86","1589","33","48","3.90625","-1.5625"
"86","1589","33","48","3.90625","-1.5625"
"86","1514","32","48","3.125","-1.5625"
"86","1514","32","48","3.125","-1.5625"
"86","1514","32","48","3.125","-1.5625"
"86","1514","32","48","4.6875","-0.78125"
"86","1487.5","31","48","4.6875","-0.78125"
"86","1487.5","31","48","4.6875","-0.78125"
"86","1487.5","31","48","4.6875","-0.78125"
"86","1440.5","30","48","3.90625","0"
"86","1440.5","30","48","3.90625","0"
"86","1440.5","30","48","3.90625","0"
"86","1440.5","30","48","3.90625","0"
"86","1341.25","30","48","3.125","-1.5625"
"86","1341.25","30","48","3.125","-1.5625"
"86","1341.25","30","48","3.125","-1.5625"
"87","1341.25","30","48","0","-1.5625"
"87","1168.75","27","49","0","-1.5625"
"87","1168.75","27","49","0","-1.5625"
"87","1168.75","27","49","0","-1.5625"
"87","1021.75","23","49","0","-1.5625"
"87","1021.75","23","49","0","-1.5625"
"87","1021.75","23","49","0","-1.5625"
"87","1021.75","23","49","0","-1.5625"
"87","746","21","50","8.59375","-1.5625"
"87","746","21","50","8.59375","-1.5625"
"87","746","21","50","8.59375","-1.5625"
"87","746","21","50","9.375","-1.5625"
"87","763.25","18","50","9.375","-1.5625"
"87","763.25","18","50","9.375","-1.5625"
"87","763.25","18","50","9.375","-1.5625"
"87","769.5","13","50","5.46875","-1.5625"
"87","769.5","13","50","5.46875","-1.5625"
"87","769.5","13","50","5.46875","-1.5625"
"87","769.5","13","50","5.46875","-1.5625"
"87","786.5","10","50","2.34375","-1.5625"
"87","786.5","10","50","2.34375","-1.5625"
"87","786.5","10","50","2.34375","-1.5625"
"87","786.5","10","50","-1.5625","-1.5625"
"87","867","5","50","-1.5625","-1.5625"
"87","867","5","50","-1.5625","-1.5625"
"87","867","5","50","-1.5625","-1.5625"
"87","925.75","3","50","-0.78125","-1.5625"
"87","925.75","3","50","-0.78125","-1.5625"
"87","925.75","3","50","-0.78125","-1.5625"
"87","925.75","3","50","-0.78125","-1.5625"
"87","955.25","0","50","0","-1.5625"
"87","955.25","0","50","0","-1.5625"
"87","955.25","0","50","0","-1.5625"
"88","955.25","0","50","0","-1.5625"
"88","972.5","0","50","0","-1.5625"
"88","972.5","0","50","0","-1.5625"
"88","972.5","0","50","0","-1.5625"
"88","950.75","0","50","0.78125","-1.5625"
"88","950.75","0","50","0.78125","-1.5625"
"88","950.75","0","50","0.78125","-1.5625"
"88","950.75","0","50","0.78125","-1.5625"
"88","909.25","0","50","3.125","-1.5625"
"88","909.25","0","50","3.125","-1.5625"
"88","909.25","0","50","3.125","-1.5625"
"88","909.25","0","50","3.125","-1.5625"
"88","875.75","0","50","3.125","-1.5625"
"88","875.75","0","50","3.125","-1.5625"
"88","875.75","0","50","3.125","-1.5625"
"88","789.75","0","50","0","-1.5625"
"88","789.75","0","50","0","-1.5625"
"88","789.75","0","50","0","-1.5625"
"88","789.75","0","50","0","-1.5625"
"88","767","0","50","2.34375","-1.5625"
"88","767","0","50","2.34375","-1.5625"
"88","767","0","50","2.34375","-1.5625"
"88","767","0","50","2.34375","-1.5625"
"88","728","0","50","-0.78125","-1.5625"
"88","728","0","50","-0.78125","-1.5625"
"88","728","0","50","-0.78125","-1.5625"
"88","709.25","0","50","-4.6875","-1.5625"
"88","709.25","0","50","-4.6875","-1.5625"
"88","709.25","0","50","-4.6875","-1.5625"
"88","709.25","0","50","-4.6875","-1.5625"
"88","694.5","0","50","-0.78125","-1.5625"
"88","694.5","0","50","-0.78125","-1.5625"
"88","694.5","0","50","-0.78125","-1.5625"
"88","694.5","0","50","-0.78125","-1.5625"
"88","637.5","0","51","-0.78125","-1.5625"
"88","637.5","0","51","-0.78125","-1.5625"
"88","637.5","0","51","-0.78125","-1.5625"
"88","841.25","0","51","1.5625","-1.5625"
"88","841.25","0","51","1.5625","-1.5625"
"88","841.25","0","51","1.5625","-1.5625"
"88","841.25","0","51","1.5625","-1.5625"
"88","857","0","50","3.125","-1.5625"
"88","857","0","50","3.125","-1.5625"
"88","857","0","50","3.125","-1.5625"
"88","857","0","50","3.125","-1.5625"
"88","881.25","0","50","3.125","-1.5625"
"88","881.25","0","50","3.125","-1.5625"
"88","881.25","0","50","3.125","-1.5625"
"88","881.25","0","50","3.125","-1.5625"
"88","900","0","50","3.125","-1.5625"
"88","900","0","50","3.125","-1.5625"
"88","900","0","50","3.125","-1.5625"
"88","884.25","0","50","1.5625","-1.5625"
"88","884.25","0","50","1.5625","-1.5625"
"88","884.25","0","50","1.5625","-1.5625"
"88","884.25","0","50","1.5625","-1.5625"
"88","754.5","0","50","4.6875","-1.5625"
"88","754.5","0","50","4.6875","-1.5625"
"88","754.5","0","50","4.6875","-1.5625"
"89","754.5","0","50","-0.78125","-5.46875"
"89","1438.25","6","50","-0.78125","-5.46875"
"89","1438.25","6","50","-0.78125","-5.46875"
"89","1438.25","6","50","-0.78125","-5.46875"
"89","1064.75","14","49","0.78125","0.78125"
"89","1064.75","14","49","0.78125","0.78125"
"89","1064.75","14","49","0.78125","0.78125"
"89","1064.75","14","49","0.78125","0.78125"
"88","1631.25","22","49","3.90625","-0.78125"
"88","1631.25","22","49","3.90625","-0.78125"
"88","1631.25","22","49","3.90625","-0.78125"
"88","1631.25","22","49","0","-2.34375"
"88","1232","24","49","0","-2.34375"
"88","1232","24","49","0","-2.34375"
"88","1232","24","49","0","-2.34375"
"87","1053.75","26","49","0","-1.5625"
"87","1053.75","26","49","0","-1.5625"
"87","1053.75","26","49","0","-1.5625"
"87","1053.75","26","49","0","-1.5625"
"87","960.75","21","50","8.59375","0.78125"
"87","960.75","21","50","8.59375","0.78125"
"87","960.75","21","50","8.59375","0.78125"
"87","960.75","21","50","-0.78125","-5.46875"
"87","1181.25","22","50","-0.78125","-5.46875"
"87","1181.25","22","50","-0.78125","-5.46875"
"87","1181.25","22","50","-0.78125","-5.46875"
"86","1464","28","48","3.90625","-1.5625"
"86","1464","28","48","3.90625","-1.5625"
"86","1464","28","48","3.90625","-1.5625"
"86","1464","28","48","3.90625","-1.5625"
"87","1569.5","32","48","3.90625","-0.78125"
"87","1569.5","32","48","3.90625","-0.78125"
"87","1569.5","32","48","3.90625","-0.78125"
"87","1569.5","32","48","7.03125","-1.5625"
"87","1494.5","32","49","7.03125","-1.5625"
"87","1494.5","32","49","7.03125","-1.5625"
"87","1494.5","32","49","7.03125","-1.5625"
"87","1402.25","30","49","7.8125","-1.5625"
"87","1402.25","30","49","7.8125","-1.5625"
"87","1402.25","30","49","7.8125","-1.5625"
"87","1402.25","30","49","7.8125","-1.5625"
"87","1295.25","29","50","5.46875","-1.5625"
"87","1295.25","29","50","5.46875","-1.5625"
"87","1295.25","29","50","5.46875","-1.5625"
"87","1295.25","29","50","0","-1.5625"
"87","1117","25","50","0","-1.5625"
"87","1117","25","50","0","-1.5625"
